Company_name;Description;Ratings;Highly_rated_for;Critically_rated_for;Total_reviews;Avg_salary;Interviews_taken;Total_jobs_available;Total_benefits;;
Veoneer India;Auto Components | 501-1k Employees | 6 years old | Stockholm +3 more;4.0;Skill Development / Learning, Job Security, Work Life Balance;;104;1.3k;4;3;15;;
Frontline NCR Business Solutions;Facility Management Services | 1k-5k Employees (Global) | 17 years old | New Delhi +24 more;4.0;Promotions / Appraisal, Job Security, Company Culture;;103;486;--;--;6;;
Porus Laboratories;Chemicals | 501-1k Employees | 30 years old | Hyderabad +4 more;4.0;Work Life Balance, Salary & Benefits, Job Security;;103;635;6;4;6;;
UNI Klinger;Industrial Machinery | 51-200 Employees | Public | 41 years old | Pune +8 more;4.0;Job Security, Work Life Balance, Skill Development / Learning;;103;537;6;5;20;;
Sleepwell;Furniture & Furnishing | 201-500 Employees | 53 years old | Noida +45 more;4.0;Company Culture;Promotions / Appraisal, Job Security;103;427;8;--;12;;
Manitou Equipment India;Industrial Machinery | 201-500 Employees | Greater Noida +9 more;4.0;Work Life Balance, Company Culture, Work Satisfaction;Promotions / Appraisal, Skill Development / Learning;103;614;7;--;11;;
Sleepwell;Furniture & Furnishing | 201-500 Employees | 53 years old | Noida +45 more;4.0;Company Culture;Promotions / Appraisal, Job Security;103;427;8;--;12;;
K.R.Pulp & Papers;Pulp & Paper | 201-500 Employees | Public | 29 years old | Shahjahanpur +3 more;4.0;Salary & Benefits, Promotions / Appraisal;;102;402;3;--;5;;
Nath Bio - Genes;Agro Chemicals | 501-1k Employees | Public | 45 years old | Aurangabad +20 more;4.0;Company Culture, Skill Development / Learning;Promotions / Appraisal, Salary & Benefits;102;348;5;--;12;;
Modern Insulators;Electrical Equipment | 501-1k Employees | Public | 39 years old | Sirohi +9 more;4.0;Job Security, Work Life Balance;Promotions / Appraisal, Skill Development / Learning;102;486;2;2;12;;
Finolex Pipes;Iron & Steel | 1-10 Employees | Pune +27 more;4.0;Job Security, Work Life Balance;Promotions / Appraisal, Salary & Benefits;102;602;11;--;10;;
OSI Digital;IT Services & Consulting | 501-1k Employees | 31 years old | Woodland Hills +2 more;4.0;Skill Development / Learning;Promotions / Appraisal;102;1.6k;6;10;10;;
Corizo;EdTech | 51-200 Employees | 2 years old | Bangalore / Bengaluru +6 more;4.0;Work Life Balance, Company Culture, Skill Development / Learning;;102;134;14;--;2;;
Apollo Telehealth Services;Healthcare | 51-200 Employees | 14 years old | Hyderabad/Secunderabad +21 more;4.0;Skill Development / Learning, Work Life Balance, Work Satisfaction;;102;452;6;38;23;;
Newt Global;IT Services & Consulting | 51-200 Employees | 20 years old | Irving +7 more;4.0;Work Life Balance, Skill Development / Learning, Company Culture;;102;837;3;23;14;;
Nirmal Industrial Controls;Industrial Automation | 51-200 Employees | 51 years old | Mumbai +16 more;4.0;Job Security, Skill Development / Learning, Company Culture;;102;638;12;5;12;;
Transact Global;BPO | 201-500 Employees | 16 years old | Bengaluru +2 more;4.0;Skill Development / Learning, Work Satisfaction, Company Culture;Promotions / Appraisal;102;392;8;12;12;;
ARK Infosolutions;IT Services & Consulting | 201-500 Employees | 12 years old | Mumbai +10 more;4.0;Company Culture, Work Life Balance;Promotions / Appraisal;101;607;3;2;16;;
Siemens Building Technologies;Industrial Automation | Cleveland +17 more;4.0;Job Security;Salary & Benefits, Promotions / Appraisal;101;840;4;--;11;;
Wockhardt Biotech Park;Pharma | 1k-5k Employees | 20 years old | Aurangabad +5 more;4.0;Company Culture, Skill Development / Learning, Work Life Balance;Promotions / Appraisal, Salary & Benefits;101;403;5;--;14;;
AXA;Insurance | 10k-50k Employees | 208 years old | Paris +13 more;4.0;Job Security, Work Life Balance, Company Culture;;101;723;7;1;8;;
Aries Agro;Agro Chemicals | 501-1k Employees | Public | 55 years old | Mumbai +23 more;4.0;Job Security, Work Life Balance;;101;376;8;2;15;;
Elite Powertech;Power | 201-500 Employees | 12 years old | Noida +21 more;4.0;Work Life Balance;Promotions / Appraisal;101;347;2;--;13;;
Bajaj Electronics;Internet | 11-50 Employees | Hyderabad / Secunderabad +17 more;4.0;Promotions / Appraisal, Job Security, Company Culture;;101;513;6;--;6;;
Desnor Destination;Travel & Tourism | Noida +2 more;4.0;Company Culture, Work Life Balance, Job Security;;101;44;5;--;6;;
Pravin Electricals;Electrical Equipment | 1k-5k Employees | 38 years old | Mumbai +8 more;4.0;Skill Development / Learning;Salary & Benefits, Work Life Balance, Promotions / Appraisal;100;768;4;--;13;;
Palsons Derma;Fitness & Wellness | 51-200 Employees | 40 years old | Kolkata +17 more;4.0;Job Security, Company Culture, Work Life Balance;Promotions / Appraisal;100;298;4;--;10;;
DRN Infrastructure;Power | 501-1k Employees | 41 years old | Hubli +16 more;4.0;Job Security;Salary & Benefits, Promotions / Appraisal;100;467;4;1;16;;
National Sample Survey Office (nsso);Government | 201-500 Employees (Global) | 74 years old | New Delhi +51 more;4.0;Job Security, Promotions / Appraisal;;100;234;3;--;14;;
Scorpion Express;Logistics | 501-1k Employees | 24 years old | Mumbai +30 more;4.0;Promotions / Appraisal, Job Security;;100;418;9;--;9;;
Maharashtra Feeds;Agriculture | 201-500 Employees | 32 years old | New Delhi +17 more;4.0;Company Culture, Work Life Balance, Salary & Benefits;;100;350;3;2;4;;
Archean Chemical Industries;Chemicals | 201-500 Employees | 15 years old | Chennai +12 more;4.0;Job Security, Salary & Benefits, Company Culture;Work Life Balance;99;555;7;--;17;;
TELUS Health;Recruitment | 51-200 Employees | Public | 58 years old | Toronto +4 more;4.0;Job Security, Work Life Balance, Company Culture;Salary & Benefits, Promotions / Appraisal;99;658;15;4;15;;
KDDL;Metals & Mining | 501-1k Employees | Public | 43 years old | Chandigarh +6 more;4.0;Work Life Balance, Job Security;Promotions / Appraisal;98;588;4;--;16;;
GTT Communications;Hardware & Networking | 201-500 Employees | 26 years old | McLean +2 more;4.0;Job Security, Work Life Balance, Company Culture;;98;995;7;--;14;;
Patel Motors;Auto Components | 11-50 Employees | 31 years old | Indore +5 more;4.0;Skill Development / Learning;Promotions / Appraisal, Salary & Benefits;97;545;3;--;9;;
MyCar;Automobile | 11-50 Employees | 19 years old | Pune +17 more;4.0;Company Culture;Job Security, Promotions / Appraisal;97;505;3;--;8;;
Edge Telecom;Telecom | 201-500 Employees | 16 years old | Gurgaon +14 more;4.0;Salary & Benefits, Promotions / Appraisal;;97;480;4;--;17;;
Airblack;Education & Training | 51-200 Employees | Startup | 5 years old | Gurgaon/Gurugram +4 more;4.0;Skill Development / Learning, Salary & Benefits, Company Culture;;97;182;11;13;20;;
Solverminds Solutions and Technologies;IT Services & Consulting | 501-1k Employees | 21 years old | Chennai +1 more;4.0;Job Security, Work Satisfaction;;97;1.2k;7;11;7;;
Abhijeet Group;Power | 5k-10k Employees | 36 years old | Nagpur +23 more;4.0;Work Life Balance;Promotions / Appraisal, Salary & Benefits;96;551;4;--;10;;
Amwaj Catering Services;Hospitality | 18 years old | Doha +5 more;4.0;Work Life Balance, Company Culture, Skill Development / Learning;Promotions / Appraisal;96;226;4;--;23;;
MSys Tech India;Software Product | 1k-5k Employees | 17 years old | Atlanta +3 more;4.0;Work Life Balance, Company Culture, Salary & Benefits;;96;838;17;27;10;;
Deoleo;Food Processing | 51-200 Employees | 34 years old | Rivas Vaciamadrid +22 more;4.0;Skill Development / Learning, Company Culture, Job Security;;96;276;3;10;31;;
Airworks;51-200 Employees | Hosur +9 more;4.0;Skill Development / Learning, Job Security, Work Satisfaction;Promotions / Appraisal;96;572;4;--;13;;
SPARX IT Solutions;IT Services & Consulting | 51-200 Employees | 16 years old | Noida +4 more;4.0;Work Life Balance, Company Culture, Skill Development / Learning;;95;587;7;28;27;;
Enterslice;FinTech | 201-500 Employees | 10 years old | Noida +3 more;4.0;Skill Development / Learning, Work Satisfaction, Company Culture;;95;399;4;34;6;;
Universal Cables;Building Material | 1k-5k Employees | Public | 62 years old | Satna +11 more;4.0;Job Security, Work Life Balance;Promotions / Appraisal;95;642;7;--;10;;
Enterslice;FinTech | 201-500 Employees | 10 years old | Noida +3 more;4.0;Skill Development / Learning, Work Satisfaction, Company Culture;;95;399;4;34;6;;
Tatsuno India;Oil & Gas | 51-200 Employees | 18 years old | Mumbai +12 more;4.0;Skill Development / Learning, Company Culture, Work Life Balance;Promotions / Appraisal;95;490;2;--;9;;
SPARX IT Solutions;IT Services & Consulting | 51-200 Employees | 16 years old | Noida +4 more;4.0;Work Life Balance, Company Culture, Skill Development / Learning;;95;587;7;28;27;;
Express KCS;Marketing & Advertising | 501-1k Employees | 20 years old | Milford +4 more;4.0;Work Life Balance;Promotions / Appraisal;95;452;9;3;16;;
Amphenol Omniconnect - India;Electronics Manufacturing | 201-500 Employees | 16 years old | Chennai +2 more;4.0;Work Life Balance, Job Security;Promotions / Appraisal, Salary & Benefits;95;702;8;--;7;;
Biorad Medisys;Healthcare | 51-200 Employees | 17 years old | Mumbai +11 more;4.0;Work Life Balance, Company Culture;Promotions / Appraisal;95;633;8;2;9;;
Srg Housing Finance;NBFC | 201-500 Employees | Public | 25 years old | Udaipur +28 more;4.0;Salary & Benefits;;95;483;6;23;7;;
Delhi Institute of Digital Marketing (DIDM);Education & Training | 51-200 Employees | Startup | 10 years old | New Delhi +6 more;4.0;Skill Development / Learning, Work Life Balance, Promotions / Appraisal;;95;115;2;2;49;;
Ras Media & Entertainment;Noida +18 more;4.0;Company Culture, Skill Development / Learning, Work Satisfaction;;95;152;1;--;2;;
PERSOLKELLY;201-500 Employees | Gurgaon / Gurugram +26 more;4.0;Work Life Balance, Company Culture, Skill Development / Learning;Promotions / Appraisal;95;498;5;152;11;;
Jubilant Motorworks;Auto Components | 201-500 Employees | 15 years old | Bengaluru +9 more;4.0;Work Life Balance;Promotions / Appraisal;94;467;5;2;16;;
Sai Service Station;Auto Components | 11-50 Employees | 39 years old | Mumbai +9 more;4.0;Skill Development / Learning, Company Culture;Promotions / Appraisal, Work Satisfaction;94;373;--;--;11;;
Sai Service Station;Auto Components | 11-50 Employees | 39 years old | Mumbai +9 more;4.0;Skill Development / Learning, Company Culture;Promotions / Appraisal, Work Satisfaction;94;373;--;--;11;;
Kamal Fincap;Financial Services | 51-200 Employees | 11 years old | Kota +48 more;4.0;Salary & Benefits;;94;286;2;--;12;;
Agriculture Insurance Company of India;Insurance | 201-500 Employees | 22 years old | Delhi +38 more;4.0;Skill Development / Learning, Work Life Balance, Work Satisfaction;Job Security, Promotions / Appraisal;94;332;4;--;4;;
Naresh i Technologies;IT Services & Consulting | 11-50 Employees | 20 years old | Hyderabad/Secunderabad +6 more;4.0;Skill Development / Learning, Work Life Balance, Work Satisfaction;;94;506;11;75;6;;
Luna Technologies;Industrial Automation | 201-500 Employees | 44 years old | Mumbai +8 more;4.0;Skill Development / Learning, Job Security, Work Satisfaction;;94;297;5;10;2;;
Zydus Pharma;Pharma | 5k-10k Employees | Ahmedabad +22 more;4.0;;;93;431;3;--;11;;
KlinEra Corporation;Clinical Research | 51-200 Employees | 19 years old | San Jose +15 more;4.0;Work Life Balance, Skill Development / Learning, Job Security;;93;340;5;--;37;;
Thar Worx;BPO | 201-500 Employees | Bangalore / Bengaluru +4 more;4.0;Work Life Balance, Job Security, Company Culture;;93;733;4;2;13;;
Phoenix Marketcity;Retail | 51-200 Employees | 13 years old | Bangalore +6 more;4.0;Salary & Benefits;Job Security, Promotions / Appraisal, Company Culture;93;616;4;27;10;;
Liebherr;Industrial Machinery | 201-500 Employees | 11 years old | Bulle +16 more;4.0;Salary & Benefits, Job Security, Promotions / Appraisal;;93;580;11;10;13;;
Interactive Avenues;Marketing & Advertising | 501-1k Employees | 18 years old | Mumbai +5 more;4.0;Job Security;Promotions / Appraisal;91;884;5;4;12;;
VOLTECH O AND M SERVICES;Oil & Gas | 11-50 Employees | 15 years old | Chennai +21 more;4.0;Skill Development / Learning, Work Satisfaction;Promotions / Appraisal;91;384;6;--;9;;
Interactive Avenues;Marketing & Advertising | 501-1k Employees | 18 years old | Mumbai +5 more;4.0;Job Security;Promotions / Appraisal;91;884;5;4;12;;
Nxtra Data;IT Services & Consulting | 51-200 Employees | Public | 11 years old | Gurgaon +10 more;4.0;Work Satisfaction, Job Security, Company Culture;Promotions / Appraisal;91;524;6;2;8;;
Sky Gourmet Catering;Hospitality | 1k-5k Employees | 22 years old | Mumbai +8 more;4.0;Work Satisfaction, Company Culture, Work Life Balance;;91;324;--;--;19;;
Sky Gourmet Catering;Hospitality | 1k-5k Employees | 22 years old | Mumbai +8 more;4.0;Work Satisfaction, Company Culture, Work Life Balance;;91;324;--;--;19;;
VOLTECH O AND M SERVICES;Oil & Gas | 11-50 Employees | 15 years old | Chennai +21 more;4.0;Skill Development / Learning, Work Satisfaction;Promotions / Appraisal;91;384;6;--;9;;
Foodlink F&B Holdings;Hospitality | 501-1k Employees | 21 years old | Mumbai +10 more;4.0;Skill Development / Learning, Salary & Benefits, Work Life Balance;;91;468;3;3;25;;
Ami Organics;Pharma | 201-500 Employees | Public | 17 years old | Surat +2 more;4.0;Job Security, Salary & Benefits;Company Culture;90;648;10;2;12;;
The Indure;Power | 51-200 Employees | 54 years old | New Delhi +11 more;4.0;Skill Development / Learning, Work Life Balance, Job Security;Promotions / Appraisal;90;416;3;2;12;;
Alghanim Industries;Retail | 501-1k Employees | Conglomerate | 92 years old | Sharq +8 more;4.0;Skill Development / Learning, Work Satisfaction, Salary & Benefits;;90;498;2;--;14;;
Excel Crop Care;Agro Chemicals | 1k-5k Employees | Public | 60 years old | Mumbai +16 more;4.0;Job Security, Skill Development / Learning, Company Culture;Promotions / Appraisal;90;309;2;1;18;;
Government of Madhya Pradesh;Government | 1 Lakh+ Employees | State | 68 years old |  Madhya Pradesh +33 more;4.0;Work Life Balance, Job Security;Promotions / Appraisal, Salary & Benefits;90;463;1;--;7;;
Consilio;Legal | 201-500 Employees | 22 years old | Washington +5 more;4.0;Company Culture, Work Life Balance, Job Security;Promotions / Appraisal;90;779;9;9;11;;
Chargebee;IT Services & Consulting | 501-1k Employees | Indian Unicorn | 14 years old | Walnut;4.0;Salary & Benefits, Work Life Balance, Company Culture;Job Security, Skill Development / Learning;89;1k;9;37;12;;
Nikhil Adhesives;Chemicals | 51-200 Employees | Public | 38 years old | Mumbai +25 more;4.0;Promotions / Appraisal, Skill Development / Learning, Job Security;;89;370;4;2;6;;
Hi-Tech Arai;Auto Components | 501-1k Employees | 39 years old | Madurai +10 more;4.0;Job Security, Work Satisfaction, Work Life Balance;Promotions / Appraisal, Salary & Benefits;89;485;2;--;13;;
Lot Mobiles;Retail | 501-1k Employees | 12 years old | Hyderabad/Secunderabad +18 more;4.0;Company Culture;Promotions / Appraisal, Salary & Benefits;89;400;2;1;12;;
Vibatel Solutions;BPO | 201-500 Employees (Global) | 17 years old | Secunderabad +5 more;4.0;Skill Development / Learning, Company Culture, Work Life Balance;Promotions / Appraisal;89;376;8;--;10;;
NIMHANS;Healthcare | 501-1k Employees | 99 years old | Bangalore/Bengaluru +7 more;4.0;Skill Development / Learning, Work Life Balance, Company Culture;;89;366;4;--;9;;
Cairn Oil;1k-5k Employees | Barmer +12 more;4.0;Salary & Benefits, Work Life Balance;Job Security, Promotions / Appraisal;89;203;12;--;16;;
Freedom English Academy;Education & Training | 501-1k Employees | 14 years old | New Delhi +10 more;4.0;Skill Development / Learning, Company Culture, Job Security;Salary & Benefits, Promotions / Appraisal;89;217;2;--;17;;
Mindseed;Education & Training | 51-200 Employees | 12 years old | Navi Mumbai +11 more;4.0;Work Life Balance, Skill Development / Learning, Company Culture;;89;228;2;28;22;;
Tarento Technologies;IT Services & Consulting | 201-500 Employees | 15 years old | Stockholm +2 more;4.0;Company Culture, Work Life Balance, Salary & Benefits;;89;928;8;20;29;;
Sharp Sight;Healthcare | 1k-5k Employees | 32 years old | Delhi/NCR +9 more;4.0;;;89;448;5;8;5;;
Luxor International;Retail | 201-500 Employees | Conglomerate | 44 years old | Noida +4 more;4.0;Job Security, Company Culture;Promotions / Appraisal, Salary & Benefits;88;600;5;--;10;;
Adm Agro Industries;Food Processing | 501-1k Employees | 122 years old | Decatur +19 more;4.0;Company Culture, Job Security, Skill Development / Learning;;88;580;4;8;18;;
Jindal Stainless Steelway;Iron & Steel | 1k-5k Employees | 20 years old | Gurugram +15 more;4.0;Job Security;Promotions / Appraisal, Salary & Benefits, Skill Development / Learning;88;587;5;--;15;;
